,Song,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Cluster
739,Let the Beat Control Your Body,Brodinski,0.751,0.938,9,-5.58,0,0.0561,0.154,0.235,0.0686,0.656,126.014,audio_features,5Ku0pfmAZUyEbO5grfQsyP,spotify:track:5Ku0pfmAZUyEbO5grfQsyP,https://api.spotify.com/v1/tracks/5Ku0pfmAZUyEbO5grfQsyP,https://api.spotify.com/v1/audio-analysis/5Ku0pfmAZUyEbO5grfQsyP,311272,4,Cluster 1
740,One,Metallica,0.444,0.703,7,-9.443,1,0.0641,0.00112,0.0761,0.127,0.419,106.228,audio_features,64Ret7Tf2M8pDE4aqbW2tX,spotify:track:64Ret7Tf2M8pDE4aqbW2tX,https://api.spotify.com/v1/tracks/64Ret7Tf2M8pDE4aqbW2tX,https://api.spotify.com/v1/audio-analysis/64Ret7Tf2M8pDE4aqbW2tX,447440,4,Cluster 1
741,The Unforgiven,Metallica,0.539,0.597,7,-9.581,1,0.0258,0.0108,0.00552,0.134,0.251,139.444,audio_features,5SnOyuBtyzufoXBAKOdcxD,spotify:track:5SnOyuBtyzufoXBAKOdcxD,https://api.spotify.com/v1/tracks/5SnOyuBtyzufoXBAKOdcxD,https://api.spotify.com/v1/audio-analysis/5SnOyuBtyzufoXBAKOdcxD,387133,4,Cluster 1
742,Master Of Puppets,Metallica,0.538,0.872,4,-7.658,0,0.0361,0.000608,0.573,0.0946,0.593,105.102,audio_features,6NwbeybX6TDtXlpXvnUOZC,spotify:track:6NwbeybX6TDtXlpXvnUOZC,https://api.spotify.com/v1/tracks/6NwbeybX6TDtXlpXvnUOZC,https://api.spotify.com/v1/audio-analysis/6NwbeybX6TDtXlpXvnUOZC,516293,4,Cluster 1
743,Nothing Else Matters,Metallica,0.558,0.364,4,-11.258,0,0.0265,0.0505,5.02e-06,0.0753,0.17,142.171,audio_features,3ZFwuJwUpIl0GeXsvF1ELf,spotify:track:3ZFwuJwUpIl0GeXsvF1ELf,https://api.spotify.com/v1/tracks/3ZFwuJwUpIl0GeXsvF1ELf,https://api.spotify.com/v1/audio-analysis/3ZFwuJwUpIl0GeXsvF1ELf,388733,3,Cluster 1
744,Berlin,Underset,0.875,0.385,4,-11.981,0,0.086,0.24,0.887,0.109,0.26,125.006,audio_features,1E12LScVoDQ9ZW4bhrCGgh,spotify:track:1E12LScVoDQ9ZW4bhrCGgh,https://api.spotify.com/v1/tracks/1E12LScVoDQ9ZW4bhrCGgh,https://api.spotify.com/v1/audio-analysis/1E12LScVoDQ9ZW4bhrCGgh,414876,4,Cluster 1
745,Prophet,Aeroplage,0.202,0.54,7,-2.487,0,0.0403,0.853,0.894,0.112,0.0356,144.852,audio_features,5dJnuMtIu2Rj5YWzPlTAUl,spotify:track:5dJnuMtIu2Rj5YWzPlTAUl,https://api.spotify.com/v1/tracks/5dJnuMtIu2Rj5YWzPlTAUl,https://api.spotify.com/v1/audio-analysis/5dJnuMtIu2Rj5YWzPlTAUl,320000,3,Cluster 3
746,Tell Me - David August Remix,Andre Crom,0.758,0.361,7,-9.71,0,0.036,0.53,0.291,0.0796,0.466,113.008,audio_features,0jDE3fxY0yMUhdMhC9yu2S,spotify:track:0jDE3fxY0yMUhdMhC9yu2S,https://api.spotify.com/v1/tracks/0jDE3fxY0yMUhdMhC9yu2S,https://api.spotify.com/v1/audio-analysis/0jDE3fxY0yMUhdMhC9yu2S,463411,4,Cluster 1
747,Welcome,Martin Garrix,0.689,0.962,1,-6.555,0,0.136,0.00216,0.411,0.123,0.0422,117.988,audio_features,5ZvAZJEH4R4YEbZegv1VDK,spotify:track:5ZvAZJEH4R4YEbZegv1VDK,https://api.spotify.com/v1/tracks/5ZvAZJEH4R4YEbZegv1VDK,https://api.spotify.com/v1/audio-analysis/5ZvAZJEH4R4YEbZegv1VDK,185095,4,Cluster 3
748,Airglow,Laszlo,0.688,0.867,10,-4.046,0,0.0658,0.00465,0.778,0.309,0.541,123.006,audio_features,2jt2pcG8uOszPFmEFi15jN,spotify:track:2jt2pcG8uOszPFmEFi15jN,https://api.spotify.com/v1/tracks/2jt2pcG8uOszPFmEFi15jN,https://api.spotify.com/v1/audio-analysis/2jt2pcG8uOszPFmEFi15jN,238430,4,Cluster 3
749,Icarus,PHILDEL,0.19,0.177,7,-14.31,0,0.0437,0.992,0.938,0.0928,0.102,183.083,audio_features,4YDyKXbpQfDwMbjRi8NLKQ,spotify:track:4YDyKXbpQfDwMbjRi8NLKQ,https://api.spotify.com/v1/tracks/4YDyKXbpQfDwMbjRi8NLKQ,https://api.spotify.com/v1/audio-analysis/4YDyKXbpQfDwMbjRi8NLKQ,240132,3,Cluster 3
750,Everyone's Memory Is Snow,PHILDEL,0.454,0.247,0,-13.645,0,0.0412,0.942,0.876,0.169,0.0455,135.14,audio_features,3f2GcRTIjUuaW7WouOel6K,spotify:track:3f2GcRTIjUuaW7WouOel6K,https://api.spotify.com/v1/tracks/3f2GcRTIjUuaW7WouOel6K,https://api.spotify.com/v1/audio-analysis/3f2GcRTIjUuaW7WouOel6K,171274,3,Cluster 3
751,Soyunma,Çiğdem Erken,0.465,0.453,6,-9.141,0,0.0347,0.136,0.0,0.0986,0.147,80.94,audio_features,4KB3yQOk4ZnXKgMGMpR95I,spotify:track:4KB3yQOk4ZnXKgMGMpR95I,https://api.spotify.com/v1/tracks/4KB3yQOk4ZnXKgMGMpR95I,https://api.spotify.com/v1/audio-analysis/4KB3yQOk4ZnXKgMGMpR95I,277720,4,Cluster 3
752,Amelia,Skott,0.589,0.501,10,-8.485,1,0.0295,0.217,6.32e-06,0.619,0.278,130.033,audio_features,3Z6549Iuog0PIdPG0VyHIX,spotify:track:3Z6549Iuog0PIdPG0VyHIX,https://api.spotify.com/v1/tracks/3Z6549Iuog0PIdPG0VyHIX,https://api.spotify.com/v1/audio-analysis/3Z6549Iuog0PIdPG0VyHIX,194142,4,Cluster 3
753,Without You,Tobias Jesso Jr.,0.665,0.607,1,-8.201,1,0.0355,0.702,0.000448,0.108,0.131,130.989,audio_features,74Y4S031TBjW4LrMCB13BL,spotify:track:74Y4S031TBjW4LrMCB13BL,https://api.spotify.com/v1/tracks/74Y4S031TBjW4LrMCB13BL,https://api.spotify.com/v1/audio-analysis/74Y4S031TBjW4LrMCB13BL,309240,4,Cluster 3
754,"10,000 Emerald Pools",BØRNS,0.568,0.578,6,-5.589,1,0.0404,0.00694,0.000353,0.099,0.555,139.951,audio_features,2pA4ip3VIEVcIa3qE02oAX,spotify:track:2pA4ip3VIEVcIa3qE02oAX,https://api.spotify.com/v1/tracks/2pA4ip3VIEVcIa3qE02oAX,https://api.spotify.com/v1/audio-analysis/2pA4ip3VIEVcIa3qE02oAX,174693,4,Cluster 3
755,Lazuli,Beach House,0.346,0.808,11,-5.791,0,0.0302,0.0106,0.685,0.247,0.706,219.331,audio_features,0Fc8hmAuH0rHYq2Ur9t07Y,spotify:track:0Fc8hmAuH0rHYq2Ur9t07Y,https://api.spotify.com/v1/tracks/0Fc8hmAuH0rHYq2Ur9t07Y,https://api.spotify.com/v1/audio-analysis/0Fc8hmAuH0rHYq2Ur9t07Y,301867,4,Cluster 3
756,Homesick,PillowTalk,0.719,0.564,9,-9.632,0,0.0305,0.039,0.0493,0.13,0.57,120.989,audio_features,2U65VX8WriRqO0EhFTXSw5,spotify:track:2U65VX8WriRqO0EhFTXSw5,https://api.spotify.com/v1/tracks/2U65VX8WriRqO0EhFTXSw5,https://api.spotify.com/v1/audio-analysis/2U65VX8WriRqO0EhFTXSw5,318450,4,Cluster 1
757,Playground,Møme,0.612,0.696,3,-6.824,0,0.0383,0.53,0.963,0.339,0.116,120.016,audio_features,22KIQpXYZwzf2Klig6eVBc,spotify:track:22KIQpXYZwzf2Klig6eVBc,https://api.spotify.com/v1/tracks/22KIQpXYZwzf2Klig6eVBc,https://api.spotify.com/v1/audio-analysis/22KIQpXYZwzf2Klig6eVBc,274387,4,Cluster 3
758,Delta,Møme,0.597,0.784,0,-7.958,0,0.0481,0.0108,0.662,0.0559,0.262,103.015,audio_features,7pLwsX2IglaMMva8bGaKsp,spotify:track:7pLwsX2IglaMMva8bGaKsp,https://api.spotify.com/v1/tracks/7pLwsX2IglaMMva8bGaKsp,https://api.spotify.com/v1/audio-analysis/7pLwsX2IglaMMva8bGaKsp,228733,4,Cluster 1
759,Why Is It,Møme,0.573,0.683,0,-7.311,0,0.206,0.359,0.0163,0.413,0.159,90.3,audio_features,75NKoykJD8BsHHXGWdxHkS,spotify:track:75NKoykJD8BsHHXGWdxHkS,https://api.spotify.com/v1/tracks/75NKoykJD8BsHHXGWdxHkS,https://api.spotify.com/v1/audio-analysis/75NKoykJD8BsHHXGWdxHkS,188640,4,Cluster 3
760,Temporary Love,The Brinks,0.714,0.555,6,-7.55,0,0.0459,0.656,0.000289,0.11,0.329,102.971,audio_features,2U6hcDLZHYRSd9Up0mMe9W,spotify:track:2U6hcDLZHYRSd9Up0mMe9W,https://api.spotify.com/v1/tracks/2U6hcDLZHYRSd9Up0mMe9W,https://api.spotify.com/v1/audio-analysis/2U6hcDLZHYRSd9Up0mMe9W,205130,4,Cluster 3
761,Stringnumber,Andrea Oliva,0.478,0.357,0,-15.297,1,0.0563,0.00174,0.964,0.149,0.155,123.026,audio_features,1CHr336YZ3zEfss03mahMa,spotify:track:1CHr336YZ3zEfss03mahMa,https://api.spotify.com/v1/tracks/1CHr336YZ3zEfss03mahMa,https://api.spotify.com/v1/audio-analysis/1CHr336YZ3zEfss03mahMa,236098,4,Cluster 1
762,Time,Sevdaliza,0.414,0.303,1,-12.189,1,0.0695,0.218,0.214,0.138,0.0751,88.577,audio_features,0HZtDWxSwOa2B2IsegMJRC,spotify:track:0HZtDWxSwOa2B2IsegMJRC,https://api.spotify.com/v1/tracks/0HZtDWxSwOa2B2IsegMJRC,https://api.spotify.com/v1/audio-analysis/0HZtDWxSwOa2B2IsegMJRC,268732,4,Cluster 3
763,Drama Köprüsü,Can Gox,0.613,0.438,2,-9.234,0,0.0271,0.366,0.0,0.382,0.337,101.939,audio_features,02jgPQ7xOhKkQQzUKjALg4,spotify:track:02jgPQ7xOhKkQQzUKjALg4,https://api.spotify.com/v1/tracks/02jgPQ7xOhKkQQzUKjALg4,https://api.spotify.com/v1/audio-analysis/02jgPQ7xOhKkQQzUKjALg4,266400,5,Cluster 3
764,We Might As Well Be Strangers,Keane,0.535,0.365,5,-10.434,1,0.0257,0.0338,0.0117,0.118,0.275,143.929,audio_features,0wuS7rhTomAIuH4KEkL7rS,spotify:track:0wuS7rhTomAIuH4KEkL7rS,https://api.spotify.com/v1/tracks/0wuS7rhTomAIuH4KEkL7rS,https://api.spotify.com/v1/audio-analysis/0wuS7rhTomAIuH4KEkL7rS,192347,4,Cluster 3
765,"The Climb, the Fall",Luke Thompson,0.707,0.567,10,-12.573,0,0.0286,0.0301,0.0913,0.114,0.749,115.982,audio_features,7pbETrTDObjfhVT4qh9J5q,spotify:track:7pbETrTDObjfhVT4qh9J5q,https://api.spotify.com/v1/tracks/7pbETrTDObjfhVT4qh9J5q,https://api.spotify.com/v1/audio-analysis/7pbETrTDObjfhVT4qh9J5q,262656,4,Cluster 1
766,The Other Woman,Lana Del Rey,0.253,0.477,7,-6.451,0,0.0308,0.816,0.0708,0.341,0.176,107.884,audio_features,3t5uUGtOmsItGUfUqaZ7CP,spotify:track:3t5uUGtOmsItGUfUqaZ7CP,https://api.spotify.com/v1/tracks/3t5uUGtOmsItGUfUqaZ7CP,https://api.spotify.com/v1/audio-analysis/3t5uUGtOmsItGUfUqaZ7CP,181960,3,Cluster 3
767,Yes Boss,Hess Is More,0.724,0.697,2,-9.847,1,0.0589,0.269,0.505,0.548,0.762,95.475,audio_features,0ptEJW3jzkoKkhPPFV0JUM,spotify:track:0ptEJW3jzkoKkhPPFV0JUM,https://api.spotify.com/v1/tracks/0ptEJW3jzkoKkhPPFV0JUM,https://api.spotify.com/v1/audio-analysis/0ptEJW3jzkoKkhPPFV0JUM,337507,4,Cluster 3
768,Blow,AaRON,0.674,0.486,9,-7.784,0,0.0296,0.193,0.0,0.0818,0.661,84.054,audio_features,0ENWt5RTjs2DUcXhcjemdA,spotify:track:0ENWt5RTjs2DUcXhcjemdA,https://api.spotify.com/v1/tracks/0ENWt5RTjs2DUcXhcjemdA,https://api.spotify.com/v1/audio-analysis/0ENWt5RTjs2DUcXhcjemdA,193533,4,Cluster 3
769,War Flag,AaRON,0.639,0.68,9,-8.56,0,0.0372,0.0546,0.188,0.325,0.117,97.505,audio_features,0TmGpdsG31nvKhbsJaktkS,spotify:track:0TmGpdsG31nvKhbsJaktkS,https://api.spotify.com/v1/tracks/0TmGpdsG31nvKhbsJaktkS,https://api.spotify.com/v1/audio-analysis/0TmGpdsG31nvKhbsJaktkS,204813,4,Cluster 3
770,Last Night Thoughts,AaRON,0.199,9.17e-05,3,-13.93,1,0.0533,0.965,0.00049,0.0826,0.039,216.145,audio_features,0ae3KqY85BDMIAT2LoVj9R,spotify:track:0ae3KqY85BDMIAT2LoVj9R,https://api.spotify.com/v1/tracks/0ae3KqY85BDMIAT2LoVj9R,https://api.spotify.com/v1/audio-analysis/0ae3KqY85BDMIAT2LoVj9R,324213,4,Cluster 3
771,Beautiful Scar,AaRON,0.575,0.582,4,-9.126,1,0.0329,0.53,4.44e-05,0.0686,0.0794,137.939,audio_features,12kqA2hCzy9t5zZVH4DKRY,spotify:track:12kqA2hCzy9t5zZVH4DKRY,https://api.spotify.com/v1/tracks/12kqA2hCzy9t5zZVH4DKRY,https://api.spotify.com/v1/audio-analysis/12kqA2hCzy9t5zZVH4DKRY,171893,4,Cluster 3
772,Angel Dust,AaRON,0.618,0.54,5,-9.149,1,0.0254,0.578,0.0262,0.2,0.373,107.069,audio_features,1CNVw0XQvpqH99PoKo4nsa,spotify:track:1CNVw0XQvpqH99PoKo4nsa,https://api.spotify.com/v1/tracks/1CNVw0XQvpqH99PoKo4nsa,https://api.spotify.com/v1/audio-analysis/1CNVw0XQvpqH99PoKo4nsa,216813,4,Cluster 3
773,Little Love,AaRON,0.619,0.439,6,-12.17,0,0.0291,0.675,0.296,0.212,0.0391,116.229,audio_features,1MPTSqzBzgKMIJtGnUwWFM,spotify:track:1MPTSqzBzgKMIJtGnUwWFM,https://api.spotify.com/v1/tracks/1MPTSqzBzgKMIJtGnUwWFM,https://api.spotify.com/v1/audio-analysis/1MPTSqzBzgKMIJtGnUwWFM,215093,3,Cluster 3
774,O-Song,AaRON,0.536,0.764,2,-8.127,0,0.0469,0.0369,0.115,0.132,0.381,160.984,audio_features,1NvbudOFIWiyEPmdYTaGS9,spotify:track:1NvbudOFIWiyEPmdYTaGS9,https://api.spotify.com/v1/tracks/1NvbudOFIWiyEPmdYTaGS9,https://api.spotify.com/v1/audio-analysis/1NvbudOFIWiyEPmdYTaGS9,221067,4,Cluster 3
775,Mister K.,AaRON,0.553,0.411,9,-10.154,0,0.0306,0.814,9.44e-06,0.0958,0.392,95.554,audio_features,1l66jhrfCgksFPWJsFoCe1,spotify:track:1l66jhrfCgksFPWJsFoCe1,https://api.spotify.com/v1/tracks/1l66jhrfCgksFPWJsFoCe1,https://api.spotify.com/v1/audio-analysis/1l66jhrfCgksFPWJsFoCe1,177320,3,Cluster 3
776,Strange Fruit,AaRON,0.502,0.104,11,-11.519,0,0.0415,0.963,0.000247,0.0862,0.196,135.983,audio_features,3bxExjmqTqMA7Keitwbv8s,spotify:track:3bxExjmqTqMA7Keitwbv8s,https://api.spotify.com/v1/tracks/3bxExjmqTqMA7Keitwbv8s,https://api.spotify.com/v1/audio-analysis/3bxExjmqTqMA7Keitwbv8s,172013,3,Cluster 3
777,Lost Highway,AaRON,0.534,0.447,0,-10.613,1,0.0307,0.367,0.195,0.361,0.0841,162.054,audio_features,4vP12wgxcUyssHL6Qi4D9h,spotify:track:4vP12wgxcUyssHL6Qi4D9h,https://api.spotify.com/v1/tracks/4vP12wgxcUyssHL6Qi4D9h,https://api.spotify.com/v1/audio-analysis/4vP12wgxcUyssHL6Qi4D9h,375293,4,Cluster 3
778,Endless Song,AaRON,0.599,0.598,0,-8.169,1,0.0396,0.159,0.0922,0.104,0.322,90.017,audio_features,6cP0QwKqKwp2lbzpYA37Fe,spotify:track:6cP0QwKqKwp2lbzpYA37Fe,https://api.spotify.com/v1/tracks/6cP0QwKqKwp2lbzpYA37Fe,https://api.spotify.com/v1/audio-analysis/6cP0QwKqKwp2lbzpYA37Fe,256907,4,Cluster 3
779,Le tunnel d'or,AaRON,0.58,0.481,2,-10.504,0,0.0348,0.218,0.000746,0.0961,0.164,139.96,audio_features,6qZGHLpw8T2NFPSKj0dhTr,spotify:track:6qZGHLpw8T2NFPSKj0dhTr,https://api.spotify.com/v1/tracks/6qZGHLpw8T2NFPSKj0dhTr,https://api.spotify.com/v1/audio-analysis/6qZGHLpw8T2NFPSKj0dhTr,218853,4,Cluster 3
780,U-Turn (Lili),AaRON,0.623,0.547,0,-7.193,1,0.0251,0.395,0.000221,0.263,0.153,75.002,audio_features,7FFZNqn3N5TISP4DyqeIVC,spotify:track:7FFZNqn3N5TISP4DyqeIVC,https://api.spotify.com/v1/tracks/7FFZNqn3N5TISP4DyqeIVC,https://api.spotify.com/v1/audio-analysis/7FFZNqn3N5TISP4DyqeIVC,230013,4,Cluster 3
781,You Will Never Know,Imany,0.636,0.603,7,-7.585,0,0.039,0.49,1.96e-06,0.0922,0.348,124.152,audio_features,4cMZ3ogXRFYor10Ka0MQBq,spotify:track:4cMZ3ogXRFYor10Ka0MQBq,https://api.spotify.com/v1/tracks/4cMZ3ogXRFYor10Ka0MQBq,https://api.spotify.com/v1/audio-analysis/4cMZ3ogXRFYor10Ka0MQBq,230880,4,Cluster 3
782,Undress,Oscar and the Wolf,0.476,0.452,1,-9.411,1,0.0408,0.134,0.00207,0.317,0.0399,100.901,audio_features,6qopov6ZWCWgdZRHBLYGED,spotify:track:6qopov6ZWCWgdZRHBLYGED,https://api.spotify.com/v1/tracks/6qopov6ZWCWgdZRHBLYGED,https://api.spotify.com/v1/audio-analysis/6qopov6ZWCWgdZRHBLYGED,246120,3,Cluster 3
783,Sabah,Nilipek.,0.589,0.323,11,-12.328,0,0.0482,0.833,0.0103,0.113,0.37,75.397,audio_features,0FFZsAMrScaawMP0R8vWzU,spotify:track:0FFZsAMrScaawMP0R8vWzU,https://api.spotify.com/v1/tracks/0FFZsAMrScaawMP0R8vWzU,https://api.spotify.com/v1/audio-analysis/0FFZsAMrScaawMP0R8vWzU,251003,4,Cluster 3
784,Senden Uzakta,Nilipek.,0.655,0.508,5,-10.986,1,0.0374,0.256,0.771,0.216,0.443,160.052,audio_features,3ROmXqA43sOFVDOFxMQ41T,spotify:track:3ROmXqA43sOFVDOFxMQ41T,https://api.spotify.com/v1/tracks/3ROmXqA43sOFVDOFxMQ41T,https://api.spotify.com/v1/audio-analysis/3ROmXqA43sOFVDOFxMQ41T,240647,4,Cluster 1
785,Stupid Cupid,Connie Francis,0.609,0.749,3,-6.147,1,0.0363,0.831,1.45e-06,0.039,0.967,135.702,audio_features,4EaVZab0VnTWwWnO3HuEAp,spotify:track:4EaVZab0VnTWwWnO3HuEAp,https://api.spotify.com/v1/tracks/4EaVZab0VnTWwWnO3HuEAp,https://api.spotify.com/v1/audio-analysis/4EaVZab0VnTWwWnO3HuEAp,134211,4,Cluster 3
786,Roses Are Red (My Love) - Single Version,Bobby Vinton,0.515,0.218,5,-10.071,1,0.0287,0.828,0.0,0.302,0.534,102.997,audio_features,0qYok0f8O5DE8yJSo146dn,spotify:track:0qYok0f8O5DE8yJSo146dn,https://api.spotify.com/v1/tracks/0qYok0f8O5DE8yJSo146dn,https://api.spotify.com/v1/audio-analysis/0qYok0f8O5DE8yJSo146dn,158933,4,Cluster 3
787,Safe Dream,Tep No,0.528,0.427,11,-8.926,0,0.0347,0.826,0.0,0.122,0.195,141.866,audio_features,0Ffg0etsfpaUNwv8t0bosp,spotify:track:0Ffg0etsfpaUNwv8t0bosp,https://api.spotify.com/v1/tracks/0Ffg0etsfpaUNwv8t0bosp,https://api.spotify.com/v1/audio-analysis/0Ffg0etsfpaUNwv8t0bosp,189071,4,Cluster 3
788,Sunset Lover,Petit Biscuit,0.783,0.467,6,-9.474,1,0.0503,0.729,0.809,0.109,0.236,90.838,audio_features,0hNduWmlWmEmuwEFcYvRu1,spotify:track:0hNduWmlWmEmuwEFcYvRu1,https://api.spotify.com/v1/tracks/0hNduWmlWmEmuwEFcYvRu1,https://api.spotify.com/v1/audio-analysis/0hNduWmlWmEmuwEFcYvRu1,237793,4,Cluster 1
789,City Lights,Brett Bixby,0.509,0.445,11,-11.029,1,0.0305,0.792,0.00102,0.139,0.247,83.064,audio_features,3F1HtVo1HdmkKFBQtlP5tw,spotify:track:3F1HtVo1HdmkKFBQtlP5tw,https://api.spotify.com/v1/tracks/3F1HtVo1HdmkKFBQtlP5tw,https://api.spotify.com/v1/audio-analysis/3F1HtVo1HdmkKFBQtlP5tw,194533,4,Cluster 3
790,Shout,Ida Redig,0.573,0.859,7,-5.66,0,0.0697,0.0675,0.0143,0.13,0.247,118.989,audio_features,6Iktxwogjz1MHEXv3H7bSp,spotify:track:6Iktxwogjz1MHEXv3H7bSp,https://api.spotify.com/v1/tracks/6Iktxwogjz1MHEXv3H7bSp,https://api.spotify.com/v1/audio-analysis/6Iktxwogjz1MHEXv3H7bSp,200920,4,Cluster 3
791,Fireside,Brett Bixby,0.674,0.229,11,-15.371,1,0.029,0.885,0.00139,0.119,0.462,106.004,audio_features,0eGfCq3XivTX6UwU6MUOFV,spotify:track:0eGfCq3XivTX6UwU6MUOFV,https://api.spotify.com/v1/tracks/0eGfCq3XivTX6UwU6MUOFV,https://api.spotify.com/v1/audio-analysis/0eGfCq3XivTX6UwU6MUOFV,195040,4,Cluster 3
792,Morning,Beck,0.55,0.368,4,-9.899,1,0.0253,0.443,0.0814,0.126,0.247,113.58,audio_features,3arVrdpOPMgLZOztBr2jM6,spotify:track:3arVrdpOPMgLZOztBr2jM6,https://api.spotify.com/v1/tracks/3arVrdpOPMgLZOztBr2jM6,https://api.spotify.com/v1/audio-analysis/3arVrdpOPMgLZOztBr2jM6,319787,4,Cluster 3
793,Buralardan Gitme,Feridun Düzağaç,0.389,0.491,2,-12.922,0,0.0529,0.194,0.0,0.739,0.242,137.003,audio_features,1zvDWZWYVxThcjdkLmj4Cb,spotify:track:1zvDWZWYVxThcjdkLmj4Cb,https://api.spotify.com/v1/tracks/1zvDWZWYVxThcjdkLmj4Cb,https://api.spotify.com/v1/audio-analysis/1zvDWZWYVxThcjdkLmj4Cb,267041,4,Cluster 3
794,Dancin - Laidback Luke Remix,Aaron Smith,0.664,0.848,6,-2.382,1,0.162,0.0759,0.0332,0.106,0.359,129.056,audio_features,14vexXpojwu3mG1S9fqHmL,spotify:track:14vexXpojwu3mG1S9fqHmL,https://api.spotify.com/v1/tracks/14vexXpojwu3mG1S9fqHmL,https://api.spotify.com/v1/audio-analysis/14vexXpojwu3mG1S9fqHmL,381395,4,Cluster 3
795,Milk & Honey - Alt Version,Billie Marten,0.318,0.193,11,-14.794,0,0.0573,0.949,0.0328,0.095,0.0753,170.414,audio_features,35ZHHlrMKr7CijbD239b0g,spotify:track:35ZHHlrMKr7CijbD239b0g,https://api.spotify.com/v1/tracks/35ZHHlrMKr7CijbD239b0g,https://api.spotify.com/v1/audio-analysis/35ZHHlrMKr7CijbD239b0g,288493,3,Cluster 3
796,High by the Beach,High by the Beach,0.381,0.395,11,-9.487,0,0.04,0.805,0.0149,0.112,0.048,132.44,audio_features,1Gvy9A0fuWkk7C5NvrleLA,spotify:track:1Gvy9A0fuWkk7C5NvrleLA,https://api.spotify.com/v1/tracks/1Gvy9A0fuWkk7C5NvrleLA,https://api.spotify.com/v1/audio-analysis/1Gvy9A0fuWkk7C5NvrleLA,259835,4,Cluster 3
797,The Game,Oscar and the Wolf,0.68,0.63,8,-7.646,1,0.0479,0.0986,0.0014,0.225,0.36,139.925,audio_features,6KEcSLLow8hQkNmiHPCvxw,spotify:track:6KEcSLLow8hQkNmiHPCvxw,https://api.spotify.com/v1/tracks/6KEcSLLow8hQkNmiHPCvxw,https://api.spotify.com/v1/audio-analysis/6KEcSLLow8hQkNmiHPCvxw,233627,4,Cluster 3
798,Princes,Oscar and the Wolf,0.61,0.508,8,-9.869,0,0.0633,0.448,0.0551,0.134,0.527,90.021,audio_features,1Tbr6HCbY3p4qZDKM5x6VR,spotify:track:1Tbr6HCbY3p4qZDKM5x6VR,https://api.spotify.com/v1/tracks/1Tbr6HCbY3p4qZDKM5x6VR,https://api.spotify.com/v1/audio-analysis/1Tbr6HCbY3p4qZDKM5x6VR,234853,4,Cluster 3
799,Joaquim,Oscar and the Wolf,0.523,0.54,9,-9.983,0,0.0373,0.00297,0.577,0.127,0.311,124.973,audio_features,2DNQjFYrd3YXqcjVzpdISR,spotify:track:2DNQjFYrd3YXqcjVzpdISR,https://api.spotify.com/v1/tracks/2DNQjFYrd3YXqcjVzpdISR,https://api.spotify.com/v1/audio-analysis/2DNQjFYrd3YXqcjVzpdISR,228347,4,Cluster 1
800,Strange Entity,Oscar and the Wolf,0.586,0.513,2,-10.156,0,0.0564,0.248,0.00132,0.106,0.294,114.984,audio_features,7LSSpCYpIU4YVbwcYsDsbP,spotify:track:7LSSpCYpIU4YVbwcYsDsbP,https://api.spotify.com/v1/tracks/7LSSpCYpIU4YVbwcYsDsbP,https://api.spotify.com/v1/audio-analysis/7LSSpCYpIU4YVbwcYsDsbP,276253,4,Cluster 3
801,High With Me,Yahtzel,0.66,0.668,4,-8.502,0,0.109,0.136,0.557,0.401,0.329,145.074,audio_features,1P8jw24URdYMDr6ZpM3alo,spotify:track:1P8jw24URdYMDr6ZpM3alo,https://api.spotify.com/v1/tracks/1P8jw24URdYMDr6ZpM3alo,https://api.spotify.com/v1/audio-analysis/1P8jw24URdYMDr6ZpM3alo,242797,4,Cluster 3
802,La Mer - Live,Julio Iglesias,0.48,0.604,10,-13.394,1,0.084,0.375,1.9e-06,0.386,0.632,96.307,audio_features,1OVSyiY9YkHOq1FzEb94sq,spotify:track:1OVSyiY9YkHOq1FzEb94sq,https://api.spotify.com/v1/tracks/1OVSyiY9YkHOq1FzEb94sq,https://api.spotify.com/v1/audio-analysis/1OVSyiY9YkHOq1FzEb94sq,268400,4,Cluster 3
803,﻿Before The Sunrise,Joy Wellboy,0.515,0.635,11,-10.49,0,0.0408,0.00172,0.132,0.208,0.395,146.033,audio_features,5SY7eTgIKr1FF9sZCYmMx6,spotify:track:5SY7eTgIKr1FF9sZCYmMx6,https://api.spotify.com/v1/tracks/5SY7eTgIKr1FF9sZCYmMx6,https://api.spotify.com/v1/audio-analysis/5SY7eTgIKr1FF9sZCYmMx6,305369,4,Cluster 1
804,Suicidal Dream,Silverchair,0.465,0.708,11,-6.299,0,0.0327,0.0286,1.34e-05,0.108,0.388,97.532,audio_features,3AZ5XoHdiFpiKMky6M1Gt9,spotify:track:3AZ5XoHdiFpiKMky6M1Gt9,https://api.spotify.com/v1/tracks/3AZ5XoHdiFpiKMky6M1Gt9,https://api.spotify.com/v1/audio-analysis/3AZ5XoHdiFpiKMky6M1Gt9,192783,4,Cluster 3
