,Song,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Cluster
227,Спящая красавица,Luna,0.661,0.692,9,-10.601,0,0.0309,0.131,0.025,0.0975,0.411,119.978,audio_features,17D3NYEg0hO7a3Tz1J74LH,spotify:track:17D3NYEg0hO7a3Tz1J74LH,https://api.spotify.com/v1/tracks/17D3NYEg0hO7a3Tz1J74LH,https://api.spotify.com/v1/audio-analysis/17D3NYEg0hO7a3Tz1J74LH,237213,4,Cluster 1
228,"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto",Johannes Brahms,0.0818,0.0218,0,-28.778,0,0.0409,0.965,0.841,0.104,0.0616,172.879,audio_features,4Weo3vMehKR84QR3gEgwm8,spotify:track:4Weo3vMehKR84QR3gEgwm8,https://api.spotify.com/v1/tracks/4Weo3vMehKR84QR3gEgwm8,https://api.spotify.com/v1/audio-analysis/4Weo3vMehKR84QR3gEgwm8,374733,3,Cluster 1
229,Last Mistake,Jacinthe,0.596,0.224,9,-8.844,1,0.0452,0.603,5.63e-06,0.116,0.51,199.761,audio_features,604glMIJpkPBcfAS0NjKBy,spotify:track:604glMIJpkPBcfAS0NjKBy,https://api.spotify.com/v1/tracks/604glMIJpkPBcfAS0NjKBy,https://api.spotify.com/v1/audio-analysis/604glMIJpkPBcfAS0NjKBy,244813,4,Cluster 3
230,You Need The Drugs - &ME Remix,Westbam,0.743,0.813,10,-7.649,0,0.0459,1.22e-05,0.14,0.0369,0.358,121.992,audio_features,7KTcccQfiGgaCsP8TpR9sf,spotify:track:7KTcccQfiGgaCsP8TpR9sf,https://api.spotify.com/v1/tracks/7KTcccQfiGgaCsP8TpR9sf,https://api.spotify.com/v1/audio-analysis/7KTcccQfiGgaCsP8TpR9sf,462726,4,Cluster 1
231,Us,MOVEMENT,0.676,0.507,11,-12.864,0,0.134,0.209,0.508,0.0748,0.314,179.959,audio_features,0oGzdzQ8v91ppdUskuzOxM,spotify:track:0oGzdzQ8v91ppdUskuzOxM,https://api.spotify.com/v1/tracks/0oGzdzQ8v91ppdUskuzOxM,https://api.spotify.com/v1/audio-analysis/0oGzdzQ8v91ppdUskuzOxM,182978,4,Cluster 1
232,Desire - Charlotte de Witte Remix,Bob Moses,0.774,0.725,7,-9.811,1,0.0616,0.107,0.806,0.107,0.117,130.016,audio_features,7egdagjq8ypTqzxolahfKb,spotify:track:7egdagjq8ypTqzxolahfKb,https://api.spotify.com/v1/tracks/7egdagjq8ypTqzxolahfKb,https://api.spotify.com/v1/audio-analysis/7egdagjq8ypTqzxolahfKb,472289,4,Cluster 1
233,Bending The End,Reinier Zonneveld,0.862,0.524,11,-8.731,0,0.0351,0.000846,0.148,0.0846,0.212,124.991,audio_features,78Bj94zrq8DgvjcZffBNS7,spotify:track:78Bj94zrq8DgvjcZffBNS7,https://api.spotify.com/v1/tracks/78Bj94zrq8DgvjcZffBNS7,https://api.spotify.com/v1/audio-analysis/78Bj94zrq8DgvjcZffBNS7,467627,4,Cluster 1
234,Buddha on Acid,Klanglos,0.77,0.71,7,-7.944,0,0.087,0.375,0.503,0.117,0.114,130.022,audio_features,6eudGCmyUllUck7MJiboFe,spotify:track:6eudGCmyUllUck7MJiboFe,https://api.spotify.com/v1/tracks/6eudGCmyUllUck7MJiboFe,https://api.spotify.com/v1/audio-analysis/6eudGCmyUllUck7MJiboFe,491077,4,Cluster 1
235,Un nouveau monde,Octave Noire,0.228,0.576,0,-8.471,0,0.0316,0.0213,0.798,0.0995,0.506,73.358,audio_features,5TtVGn4GDW3om5f9FOZwVA,spotify:track:5TtVGn4GDW3om5f9FOZwVA,https://api.spotify.com/v1/tracks/5TtVGn4GDW3om5f9FOZwVA,https://api.spotify.com/v1/audio-analysis/5TtVGn4GDW3om5f9FOZwVA,367396,4,Cluster 3
236,Dark Eyes,Bilal Karaman,0.565,0.708,9,-4.296,1,0.0535,0.614,0.739,0.191,0.739,139.857,audio_features,2uraY86z4HJpDm3ToiBTj7,spotify:track:2uraY86z4HJpDm3ToiBTj7,https://api.spotify.com/v1/tracks/2uraY86z4HJpDm3ToiBTj7,https://api.spotify.com/v1/audio-analysis/2uraY86z4HJpDm3ToiBTj7,200180,4,Cluster 3
237,Zig Zag,NTO,0.739,0.462,10,-11.887,0,0.0569,0.00182,0.836,0.0914,0.212,118.005,audio_features,5NZnJeBMhcu6daeKl5qRjD,spotify:track:5NZnJeBMhcu6daeKl5qRjD,https://api.spotify.com/v1/tracks/5NZnJeBMhcu6daeKl5qRjD,https://api.spotify.com/v1/audio-analysis/5NZnJeBMhcu6daeKl5qRjD,339671,4,Cluster 1
238,Dance Of The Bad Angels,Tim Booth,0.606,0.462,6,-15.884,0,0.0319,0.222,0.889,0.132,0.616,98.806,audio_features,2WyhdqP5GeXeeusqt65BFQ,spotify:track:2WyhdqP5GeXeeusqt65BFQ,https://api.spotify.com/v1/tracks/2WyhdqP5GeXeeusqt65BFQ,https://api.spotify.com/v1/audio-analysis/2WyhdqP5GeXeeusqt65BFQ,273533,4,Cluster 1
239,Eigengrau,Meteor,0.595,0.52,7,-9.236,1,0.0329,0.0769,0.866,0.144,0.217,110.035,audio_features,1mOkJLAUr9hpzlmW4M2T8f,spotify:track:1mOkJLAUr9hpzlmW4M2T8f,https://api.spotify.com/v1/tracks/1mOkJLAUr9hpzlmW4M2T8f,https://api.spotify.com/v1/audio-analysis/1mOkJLAUr9hpzlmW4M2T8f,398529,4,Cluster 1
240,What Are the Chances,DUSK (GR),0.289,0.343,9,-9.537,0,0.0295,0.382,3.93e-06,0.114,0.304,64.975,audio_features,5ekomNzz8QyY0xI26GhwWQ,spotify:track:5ekomNzz8QyY0xI26GhwWQ,https://api.spotify.com/v1/tracks/5ekomNzz8QyY0xI26GhwWQ,https://api.spotify.com/v1/audio-analysis/5ekomNzz8QyY0xI26GhwWQ,266280,5,Cluster 1
241,Another Story,Pyrit,0.748,0.249,7,-14.392,1,0.0548,0.468,0.9,0.0971,0.12,135.976,audio_features,326Z0S8XTG6ZYpIJjYAXiV,spotify:track:326Z0S8XTG6ZYpIJjYAXiV,https://api.spotify.com/v1/tracks/326Z0S8XTG6ZYpIJjYAXiV,https://api.spotify.com/v1/audio-analysis/326Z0S8XTG6ZYpIJjYAXiV,266279,4,Cluster 1
242,Maybe on the Moon,AaRON,0.435,0.638,5,-8.526,1,0.0705,0.476,0.0207,0.343,0.183,145.963,audio_features,1kCfeWIpmFSsVLi2NdaglC,spotify:track:1kCfeWIpmFSsVLi2NdaglC,https://api.spotify.com/v1/tracks/1kCfeWIpmFSsVLi2NdaglC,https://api.spotify.com/v1/audio-analysis/1kCfeWIpmFSsVLi2NdaglC,281373,4,Cluster 3
243,Broken Beauty,Barbarossa,0.58,0.481,11,-11.527,0,0.0353,0.484,0.714,0.113,0.572,144.605,audio_features,7o8L3rCKVVC48TymOdl8bd,spotify:track:7o8L3rCKVVC48TymOdl8bd,https://api.spotify.com/v1/tracks/7o8L3rCKVVC48TymOdl8bd,https://api.spotify.com/v1/audio-analysis/7o8L3rCKVVC48TymOdl8bd,276638,4,Cluster 1
244,Ricordandoti,Piero Umiliani,0.462,0.12,7,-15.306,0,0.0335,0.937,0.943,0.123,0.3,99.277,audio_features,4acYM2ql5qiU7yXtz9KM1n,spotify:track:4acYM2ql5qiU7yXtz9KM1n,https://api.spotify.com/v1/tracks/4acYM2ql5qiU7yXtz9KM1n,https://api.spotify.com/v1/audio-analysis/4acYM2ql5qiU7yXtz9KM1n,175962,4,Cluster 3
245,Empathy,Crystal Castles,0.51,0.914,10,-5.512,1,0.0309,0.128,0.459,0.466,0.332,109.97,audio_features,1L0EA6BegmM4KMwTHmSHux,spotify:track:1L0EA6BegmM4KMwTHmSHux,https://api.spotify.com/v1/tracks/1L0EA6BegmM4KMwTHmSHux,https://api.spotify.com/v1/audio-analysis/1L0EA6BegmM4KMwTHmSHux,249520,4,Cluster 3
246,JPEG,Digitalism,0.4,0.812,1,-6.695,1,0.0562,0.0044,0.744,0.363,0.247,216.087,audio_features,7vgiGtKJ0uHroj1iyZwXuH,spotify:track:7vgiGtKJ0uHroj1iyZwXuH,https://api.spotify.com/v1/tracks/7vgiGtKJ0uHroj1iyZwXuH,https://api.spotify.com/v1/audio-analysis/7vgiGtKJ0uHroj1iyZwXuH,171867,4,Cluster 3
247,Слезы,IC3PEAK,0.664,0.545,0,-8.573,1,0.0328,0.487,8.01e-05,0.107,0.314,127.03,audio_features,7ncylYI7rkERJUB1OQyp2U,spotify:track:7ncylYI7rkERJUB1OQyp2U,https://api.spotify.com/v1/tracks/7ncylYI7rkERJUB1OQyp2U,https://api.spotify.com/v1/audio-analysis/7ncylYI7rkERJUB1OQyp2U,167000,4,Cluster 3
248,Waiting for the Stars (feat. David Shaw),Vitalic,0.687,0.678,9,-7.134,0,0.181,0.00204,0.0929,0.363,0.747,115.979,audio_features,6CHEXrXeVRpBZdJMSK7Pgv,spotify:track:6CHEXrXeVRpBZdJMSK7Pgv,https://api.spotify.com/v1/tracks/6CHEXrXeVRpBZdJMSK7Pgv,https://api.spotify.com/v1/audio-analysis/6CHEXrXeVRpBZdJMSK7Pgv,232833,4,Cluster 3
249,Testarossa (SebastiAn Remix),Kavinsky,0.601,0.807,1,-6.487,1,0.0392,0.000209,0.808,0.225,0.412,130.019,audio_features,1J5Z0AVsxRejfrtZGGAcWO,spotify:track:1J5Z0AVsxRejfrtZGGAcWO,https://api.spotify.com/v1/tracks/1J5Z0AVsxRejfrtZGGAcWO,https://api.spotify.com/v1/audio-analysis/1J5Z0AVsxRejfrtZGGAcWO,298080,4,Cluster 3
250,Make This Right,The Toxic Avenger,0.674,0.774,0,-8.309,1,0.0366,0.00586,0.107,0.106,0.101,102.005,audio_features,7mSmt2yar5VUXZNBV4AnpE,spotify:track:7mSmt2yar5VUXZNBV4AnpE,https://api.spotify.com/v1/tracks/7mSmt2yar5VUXZNBV4AnpE,https://api.spotify.com/v1/audio-analysis/7mSmt2yar5VUXZNBV4AnpE,348235,4,Cluster 1
251,Spaced,The Toxic Avenger,0.46,0.818,2,-8.744,1,0.0329,0.000151,0.704,0.111,0.59,159.993,audio_features,4dz8WzdifDQPWqHq2jWRKA,spotify:track:4dz8WzdifDQPWqHq2jWRKA,https://api.spotify.com/v1/tracks/4dz8WzdifDQPWqHq2jWRKA,https://api.spotify.com/v1/audio-analysis/4dz8WzdifDQPWqHq2jWRKA,288000,4,Cluster 3
252,Inside Secrets,Jorge Tamarit,0.511,0.554,6,-8.417,0,0.0265,0.588,0.91,0.107,0.124,99.969,audio_features,2GVv4rWgF60ztNYB6fdUrV,spotify:track:2GVv4rWgF60ztNYB6fdUrV,https://api.spotify.com/v1/tracks/2GVv4rWgF60ztNYB6fdUrV,https://api.spotify.com/v1/audio-analysis/2GVv4rWgF60ztNYB6fdUrV,350487,4,Cluster 1
253,Nightcall,Kavinsky,0.509,0.856,9,-5.091,0,0.0553,0.00895,0.0108,0.424,0.427,91.02,audio_features,73bDvrmSBh2fr53tLDH9oA,spotify:track:73bDvrmSBh2fr53tLDH9oA,https://api.spotify.com/v1/tracks/73bDvrmSBh2fr53tLDH9oA,https://api.spotify.com/v1/audio-analysis/73bDvrmSBh2fr53tLDH9oA,257320,4,Cluster 3
254,Liar,Chinese Man,0.641,0.89,4,-3.872,1,0.151,0.0413,0.118,0.352,0.675,78.993,audio_features,77dLrHo8fsLoQNTtQ1SvFM,spotify:track:77dLrHo8fsLoQNTtQ1SvFM,https://api.spotify.com/v1/tracks/77dLrHo8fsLoQNTtQ1SvFM,https://api.spotify.com/v1/audio-analysis/77dLrHo8fsLoQNTtQ1SvFM,265566,4,Cluster 3
255,Kaät,Roseaux,0.478,0.217,11,-15.134,0,0.0461,0.947,0.123,0.0914,0.575,117.024,audio_features,3poi95CMNu7G9h0q4qOxl3,spotify:track:3poi95CMNu7G9h0q4qOxl3,https://api.spotify.com/v1/tracks/3poi95CMNu7G9h0q4qOxl3,https://api.spotify.com/v1/audio-analysis/3poi95CMNu7G9h0q4qOxl3,247237,4,Cluster 3
256,Weeping willow,Sébastien Schuller,0.529,0.589,9,-9.521,0,0.0282,0.296,4.04e-05,0.101,0.363,74.984,audio_features,2D3QPNZOa8C7IFu0EqpE6W,spotify:track:2D3QPNZOa8C7IFu0EqpE6W,https://api.spotify.com/v1/tracks/2D3QPNZOa8C7IFu0EqpE6W,https://api.spotify.com/v1/audio-analysis/2D3QPNZOa8C7IFu0EqpE6W,329987,4,Cluster 1
257,Restrictus,Mario Batkovic,0.476,0.395,3,-10.898,0,0.0301,0.957,0.856,0.129,0.0927,98.002,audio_features,6hqeyk5PP4ywE9FH5bs2HI,spotify:track:6hqeyk5PP4ywE9FH5bs2HI,https://api.spotify.com/v1/tracks/6hqeyk5PP4ywE9FH5bs2HI,https://api.spotify.com/v1/audio-analysis/6hqeyk5PP4ywE9FH5bs2HI,463280,4,Cluster 1
258,The Beggar & the Thief,Piers Faccini,0.667,0.288,0,-11.173,0,0.0329,0.532,0.0737,0.102,0.427,79.999,audio_features,3KtegSCldyVsWDGTeTQvtm,spotify:track:3KtegSCldyVsWDGTeTQvtm,https://api.spotify.com/v1/tracks/3KtegSCldyVsWDGTeTQvtm,https://api.spotify.com/v1/audio-analysis/3KtegSCldyVsWDGTeTQvtm,286480,4,Cluster 1
259,Sun - Morcheeba Remix,Morcheeba,0.627,0.602,4,-9.894,1,0.0354,0.229,0.00174,0.304,0.698,156.021,audio_features,7Lm7PYTNSu7B0cXVSnjqpd,spotify:track:7Lm7PYTNSu7B0cXVSnjqpd,https://api.spotify.com/v1/tracks/7Lm7PYTNSu7B0cXVSnjqpd,https://api.spotify.com/v1/audio-analysis/7Lm7PYTNSu7B0cXVSnjqpd,130132,4,Cluster 3
260,Night Bell - Arizona,Kerala Dust,0.747,0.67,9,-12.706,0,0.0412,0.0925,0.616,0.0866,0.188,112.031,audio_features,7f1eD0myp4ntwnVLA5jmIU,spotify:track:7f1eD0myp4ntwnVLA5jmIU,https://api.spotify.com/v1/tracks/7f1eD0myp4ntwnVLA5jmIU,https://api.spotify.com/v1/audio-analysis/7f1eD0myp4ntwnVLA5jmIU,448480,4,Cluster 1
261,Yes I Do,Monika,0.479,0.254,0,-11.677,0,0.0323,0.379,6.57e-05,0.56,0.226,134.843,audio_features,4y5G47enoDj1051mDl5yX5,spotify:track:4y5G47enoDj1051mDl5yX5,https://api.spotify.com/v1/tracks/4y5G47enoDj1051mDl5yX5,https://api.spotify.com/v1/audio-analysis/4y5G47enoDj1051mDl5yX5,207827,4,Cluster 3
262,Festa Tocandira,Flèche Love,0.443,0.423,6,-8.283,0,0.0366,0.327,0.00183,0.0807,0.0363,97.11,audio_features,6G5zPvXAwWzil0c4hC4e0F,spotify:track:6G5zPvXAwWzil0c4hC4e0F,https://api.spotify.com/v1/tracks/6G5zPvXAwWzil0c4hC4e0F,https://api.spotify.com/v1/audio-analysis/6G5zPvXAwWzil0c4hC4e0F,301467,4,Cluster 3
263,I'm Gonna Leave You - The Cinematic Orchestra Remix,Melanie De Biasio,0.474,0.578,7,-10.943,0,0.0304,0.346,0.175,0.101,0.0388,99.968,audio_features,1kfAlz5upmeaBSCmemazVB,spotify:track:1kfAlz5upmeaBSCmemazVB,https://api.spotify.com/v1/tracks/1kfAlz5upmeaBSCmemazVB,https://api.spotify.com/v1/audio-analysis/1kfAlz5upmeaBSCmemazVB,536900,5,Cluster 1
264,Beautiful Boyz,CocoRosie,0.615,0.462,9,-12.101,0,0.213,0.898,0.000195,0.228,0.534,89.917,audio_features,0QxL3mQCG6WFp0ILAqJ5Vr,spotify:track:0QxL3mQCG6WFp0ILAqJ5Vr,https://api.spotify.com/v1/tracks/0QxL3mQCG6WFp0ILAqJ5Vr,https://api.spotify.com/v1/audio-analysis/0QxL3mQCG6WFp0ILAqJ5Vr,277907,4,Cluster 3
265,Boliviana,Ibrahim Ferrer,0.545,0.409,5,-10.634,1,0.0431,0.87,0.0161,0.198,0.679,85.511,audio_features,0c3dYyhdKUFd2zUSL4tdvz,spotify:track:0c3dYyhdKUFd2zUSL4tdvz,https://api.spotify.com/v1/tracks/0c3dYyhdKUFd2zUSL4tdvz,https://api.spotify.com/v1/audio-analysis/0c3dYyhdKUFd2zUSL4tdvz,227573,4,Cluster 0
266,Jeanie J,Her,0.762,0.515,10,-7.332,0,0.0437,0.766,0.019,0.127,0.648,105.979,audio_features,6vPBfCMBFRNtR0G4jNJbHD,spotify:track:6vPBfCMBFRNtR0G4jNJbHD,https://api.spotify.com/v1/tracks/6vPBfCMBFRNtR0G4jNJbHD,https://api.spotify.com/v1/audio-analysis/6vPBfCMBFRNtR0G4jNJbHD,272250,4,Cluster 3
267,Already Know That - Polo & Pan Remix,Fhin,0.751,0.41,1,-8.417,1,0.0479,0.312,0.779,0.0542,0.299,94.002,audio_features,6QaiffmHWYeBtR8Avl7xKX,spotify:track:6QaiffmHWYeBtR8Avl7xKX,https://api.spotify.com/v1/tracks/6QaiffmHWYeBtR8Avl7xKX,https://api.spotify.com/v1/audio-analysis/6QaiffmHWYeBtR8Avl7xKX,264057,4,Cluster 1
268,On Our Knees (feat. R.O),Konoba,0.592,0.341,1,-9.914,0,0.0326,0.855,0.0324,0.284,0.266,86.958,audio_features,2HCgcgN4PA0xr2ZqtsBpPb,spotify:track:2HCgcgN4PA0xr2ZqtsBpPb,https://api.spotify.com/v1/tracks/2HCgcgN4PA0xr2ZqtsBpPb,https://api.spotify.com/v1/audio-analysis/2HCgcgN4PA0xr2ZqtsBpPb,277493,4,Cluster 3
269,Empty Note,Ghostly Kisses,0.608,0.331,10,-14.838,0,0.122,0.887,0.0113,0.0902,0.356,165.009,audio_features,27FYQZ12stiJGFLVD5U4j6,spotify:track:27FYQZ12stiJGFLVD5U4j6,https://api.spotify.com/v1/tracks/27FYQZ12stiJGFLVD5U4j6,https://api.spotify.com/v1/audio-analysis/27FYQZ12stiJGFLVD5U4j6,228364,4,Cluster 3
270,Wasser Oder Wodka,Mittekill,0.753,0.4,5,-11.225,1,0.0617,0.206,0.535,0.0902,0.237,125.011,audio_features,5M0EVitbCv0N9cF96Do9jF,spotify:track:5M0EVitbCv0N9cF96Do9jF,https://api.spotify.com/v1/tracks/5M0EVitbCv0N9cF96Do9jF,https://api.spotify.com/v1/audio-analysis/5M0EVitbCv0N9cF96Do9jF,359533,4,Cluster 1
271,Anela,Rey&Kjavik,0.807,0.855,10,-14.613,0,0.0522,0.000262,0.881,0.0519,0.508,115.986,audio_features,5rCiW9SxiexqstBZXPLXyQ,spotify:track:5rCiW9SxiexqstBZXPLXyQ,https://api.spotify.com/v1/tracks/5rCiW9SxiexqstBZXPLXyQ,https://api.spotify.com/v1/audio-analysis/5rCiW9SxiexqstBZXPLXyQ,425395,4,Cluster 1
272,My Rules,Bart Skils,0.725,0.932,0,-7.035,0,0.0618,0.00463,0.732,0.186,0.279,125.964,audio_features,7E0cNlO5LciwM4798H3nRb,spotify:track:7E0cNlO5LciwM4798H3nRb,https://api.spotify.com/v1/tracks/7E0cNlO5LciwM4798H3nRb,https://api.spotify.com/v1/audio-analysis/7E0cNlO5LciwM4798H3nRb,286667,4,Cluster 1
273,Limba,Einmusik,0.703,0.732,1,-10.206,1,0.0436,0.000955,0.845,0.234,0.183,123.989,audio_features,4bGh9ITVoiSTrtLg0h1PQo,spotify:track:4bGh9ITVoiSTrtLg0h1PQo,https://api.spotify.com/v1/tracks/4bGh9ITVoiSTrtLg0h1PQo,https://api.spotify.com/v1/audio-analysis/4bGh9ITVoiSTrtLg0h1PQo,472379,3,Cluster 1
274,Children Of The Sky,Teenage Mutants,0.751,0.885,10,-6.651,0,0.0376,0.00343,0.826,0.0559,0.116,129.99,audio_features,5hD5kgZttjMvpF9gyfWojh,spotify:track:5hD5kgZttjMvpF9gyfWojh,https://api.spotify.com/v1/tracks/5hD5kgZttjMvpF9gyfWojh,https://api.spotify.com/v1/audio-analysis/5hD5kgZttjMvpF9gyfWojh,426462,4,Cluster 1
275,Faith,Bloum,0.735,0.578,9,-11.128,0,0.101,0.159,0.303,0.103,0.49,96.0,audio_features,6GzHBYBA7Fzjc9O9aEsX21,spotify:track:6GzHBYBA7Fzjc9O9aEsX21,https://api.spotify.com/v1/tracks/6GzHBYBA7Fzjc9O9aEsX21,https://api.spotify.com/v1/audio-analysis/6GzHBYBA7Fzjc9O9aEsX21,265286,4,Cluster 1
276,Words Remain,Moderator,0.619,0.694,5,-8.296,1,0.0402,0.408,0.594,0.142,0.717,80.764,audio_features,1SL5a4aSDTmwcwO8Dm8lWA,spotify:track:1SL5a4aSDTmwcwO8Dm8lWA,https://api.spotify.com/v1/tracks/1SL5a4aSDTmwcwO8Dm8lWA,https://api.spotify.com/v1/audio-analysis/1SL5a4aSDTmwcwO8Dm8lWA,207284,4,Cluster 3
277,Party Girl,Michelle Gurevich,0.696,0.253,6,-14.527,0,0.0397,0.71,0.00925,0.0967,0.415,132.467,audio_features,4otkGEyV72X9B5NLK6Dfyk,spotify:track:4otkGEyV72X9B5NLK6Dfyk,https://api.spotify.com/v1/tracks/4otkGEyV72X9B5NLK6Dfyk,https://api.spotify.com/v1/audio-analysis/4otkGEyV72X9B5NLK6Dfyk,266507,4,Cluster 1
278,Örük aka Wilf,Melokind,0.742,0.421,6,-13.102,1,0.042,0.679,0.807,0.0836,0.35,120.027,audio_features,281NKzpjeaSHNedJpQlbpN,spotify:track:281NKzpjeaSHNedJpQlbpN,https://api.spotify.com/v1/tracks/281NKzpjeaSHNedJpQlbpN,https://api.spotify.com/v1/audio-analysis/281NKzpjeaSHNedJpQlbpN,292000,4,Cluster 1
279,Disconnected,Stereoclip,0.727,0.442,5,-9.029,0,0.0344,0.195,0.000537,0.573,0.489,115.984,audio_features,6OZ2z065DEIQy63aNbO2Qd,spotify:track:6OZ2z065DEIQy63aNbO2Qd,https://api.spotify.com/v1/tracks/6OZ2z065DEIQy63aNbO2Qd,https://api.spotify.com/v1/audio-analysis/6OZ2z065DEIQy63aNbO2Qd,208528,4,Cluster 3
280,Böyle Şeyler İşte,Cenk Taner,0.362,0.338,6,-9.821,0,0.0339,0.833,1.35e-05,0.22,0.161,73.525,audio_features,3E37gL6J4vflZNO26Ssb8x,spotify:track:3E37gL6J4vflZNO26Ssb8x,https://api.spotify.com/v1/tracks/3E37gL6J4vflZNO26Ssb8x,https://api.spotify.com/v1/audio-analysis/3E37gL6J4vflZNO26Ssb8x,329267,4,Cluster 3
281,You Never Knew My Mind,Chris Cornell,0.457,0.387,6,-9.14,1,0.0279,0.274,0.0,0.109,0.284,121.34,audio_features,57FMKZMrDiFLaxxkUL4pjv,spotify:track:57FMKZMrDiFLaxxkUL4pjv,https://api.spotify.com/v1/tracks/57FMKZMrDiFLaxxkUL4pjv,https://api.spotify.com/v1/audio-analysis/57FMKZMrDiFLaxxkUL4pjv,296680,3,Cluster 3
282,Black Cadillac (feat. Tracy Bonham),No Blues,0.785,0.508,2,-7.822,0,0.029,0.527,0.000397,0.108,0.785,112.699,audio_features,5A2mxwqMtdtY7ymN4QwaLS,spotify:track:5A2mxwqMtdtY7ymN4QwaLS,https://api.spotify.com/v1/tracks/5A2mxwqMtdtY7ymN4QwaLS,https://api.spotify.com/v1/audio-analysis/5A2mxwqMtdtY7ymN4QwaLS,224467,4,Cluster 3
283,Packard - Monkey Safari Remix,Oliver Schories,0.736,0.655,6,-10.043,1,0.0556,0.0307,0.0874,0.119,0.393,123.014,audio_features,5w7nrPL21lWbATKKnkUazl,spotify:track:5w7nrPL21lWbATKKnkUazl,https://api.spotify.com/v1/tracks/5w7nrPL21lWbATKKnkUazl,https://api.spotify.com/v1/audio-analysis/5w7nrPL21lWbATKKnkUazl,236098,4,Cluster 1
284,Dopamine - Darmec Remix,RanchaTek,0.742,0.771,7,-8.818,1,0.0458,0.00801,0.878,0.111,0.0426,130.007,audio_features,19lWnRLc4KAsqoJzvmfxoy,spotify:track:19lWnRLc4KAsqoJzvmfxoy,https://api.spotify.com/v1/tracks/19lWnRLc4KAsqoJzvmfxoy,https://api.spotify.com/v1/audio-analysis/19lWnRLc4KAsqoJzvmfxoy,478065,4,Cluster 1
285,Can't Get Enough,Modern Talker,0.786,0.434,2,-10.548,1,0.0709,0.00884,0.897,0.0866,0.136,119.994,audio_features,43MobcyeW4lYryvz6h0rXD,spotify:track:43MobcyeW4lYryvz6h0rXD,https://api.spotify.com/v1/tracks/43MobcyeW4lYryvz6h0rXD,https://api.spotify.com/v1/audio-analysis/43MobcyeW4lYryvz6h0rXD,344000,4,Cluster 1
286,Woodstock - Extended Mix,Eelke Kleijn,0.717,0.628,1,-8.791,1,0.0328,0.0465,0.928,0.0806,0.227,123.015,audio_features,1PyQPfaCltnS87i76aJPXZ,spotify:track:1PyQPfaCltnS87i76aJPXZ,https://api.spotify.com/v1/tracks/1PyQPfaCltnS87i76aJPXZ,https://api.spotify.com/v1/audio-analysis/1PyQPfaCltnS87i76aJPXZ,475399,4,Cluster 1
287,Hostage - Zimmer Remix,Klangstof,0.485,0.589,10,-11.711,0,0.0792,0.00795,0.544,0.107,0.0586,119.513,audio_features,1v0DfBj5UAJrPs1jC1aK2O,spotify:track:1v0DfBj5UAJrPs1jC1aK2O,https://api.spotify.com/v1/tracks/1v0DfBj5UAJrPs1jC1aK2O,https://api.spotify.com/v1/audio-analysis/1v0DfBj5UAJrPs1jC1aK2O,317660,4,Cluster 1
288,The Fugue,Dusty Kid,0.725,0.501,10,-13.602,0,0.0622,0.191,0.687,0.115,0.197,124.99,audio_features,4QoCiDvh3TeAzIP2ujI7PS,spotify:track:4QoCiDvh3TeAzIP2ujI7PS,https://api.spotify.com/v1/tracks/4QoCiDvh3TeAzIP2ujI7PS,https://api.spotify.com/v1/audio-analysis/4QoCiDvh3TeAzIP2ujI7PS,604320,3,Cluster 1
289,Thinking About You ft Juliet Fox - Original Mix,Spektre,0.825,0.794,1,-8.611,1,0.0536,0.000155,0.911,0.09,0.27,126.006,audio_features,5F84K2ltGbHKMYbmujjt8W,spotify:track:5F84K2ltGbHKMYbmujjt8W,https://api.spotify.com/v1/tracks/5F84K2ltGbHKMYbmujjt8W,https://api.spotify.com/v1/audio-analysis/5F84K2ltGbHKMYbmujjt8W,402905,4,Cluster 1
290,Kore,Dusty Kid,0.802,0.457,7,-10.348,1,0.0831,0.0147,0.874,0.104,0.0613,127.002,audio_features,1ij4sPfRyXirKp0dlkBPwx,spotify:track:1ij4sPfRyXirKp0dlkBPwx,https://api.spotify.com/v1/tracks/1ij4sPfRyXirKp0dlkBPwx,https://api.spotify.com/v1/audio-analysis/1ij4sPfRyXirKp0dlkBPwx,559667,4,Cluster 1
291,Promised,Pig&Dan,0.778,0.642,7,-12.971,1,0.04,0.0267,0.878,0.0854,0.0367,124.005,audio_features,3FnaCm5NYQh8prhCfPDNOV,spotify:track:3FnaCm5NYQh8prhCfPDNOV,https://api.spotify.com/v1/tracks/3FnaCm5NYQh8prhCfPDNOV,https://api.spotify.com/v1/audio-analysis/3FnaCm5NYQh8prhCfPDNOV,562229,4,Cluster 1
292,On Our Knees (Brussels Sounds),Konoba,0.616,0.361,1,-8.461,0,0.0369,0.827,0.00103,0.111,0.417,85.972,audio_features,0Va26E7Zg2uMbSxypDmPP8,spotify:track:0Va26E7Zg2uMbSxypDmPP8,https://api.spotify.com/v1/tracks/0Va26E7Zg2uMbSxypDmPP8,https://api.spotify.com/v1/audio-analysis/0Va26E7Zg2uMbSxypDmPP8,290233,4,Cluster 3
